income,female,age,job,num_dependents,rent,own_res,new_car,chk_acct,sav_acct,num_accts,mobile,customer_id
35990,0,26,1,1,1,0,0,0,0,3,0,V3050
12160,0,23,2,1,1,0,1,0,0,1,0,T2227
71190,0,53,2,2,0,0,0,0,0,2,0,C2951
30920,0,22,2,1,1,0,0,1,1,1,0,V7519
50960,0,30,3,1,0,1,0,1,0,2,0,V2423
16800,0,35,2,1,0,1,0,0,2,4,0,Z8782
12870,0,37,2,1,0,1,1,3,3,4,0,B1412
32340,0,23,1,1,1,0,0,0,0,1,0,T2060
6180,0,56,2,1,0,1,0,3,0,4,0,K5957
17780,0,26,0,1,1,0,1,1,0,1,0,P2446
13820,0,28,2,1,0,1,0,3,0,2,0,V6726
30170,0,34,3,1,1,0,0,1,0,1,0,A7061
47360,0,25,1,1,0,1,0,1,0,1,0,A2495
19350,1,31,2,1,0,1,0,1,0,4,0,Z5445
33490,0,28,3,1,0,1,0,3,0,2,0,T8706
6740,0,20,2,1,0,1,0,0,1,3,0,I6735
143180,0,57,3,1,0,0,1,1,0,4,0,V8026
42490,0,28,3,1,0,1,1,1,0,0,0,Z8744
19080,0,66,3,1,0,1,0,2,0,4,0,F2800
60780,0,32,2,1,0,1,1,1,0,3,0,Q6183
17780,0,26,0,1,1,0,1,1,0,1,0,L1347
14740,0,33,3,1,0,1,0,2,0,1,0,Y8109
14420,0,32,1,2,0,0,1,0,0,3,0,Z6327
29780,0,32,2,2,0,1,0,3,4,2,0,L9851
13550,0,25,1,1,0,1,1,1,0,1,0,F2990
32350,1,26,3,1,0,1,0,3,2,4,0,S6341
25220,0,39,2,2,0,1,0,0,0,4,0,O4405
48440,0,33,3,1,1,0,0,3,0,0,0,P6174
12400,0,38,2,1,0,1,0,3,4,4,0,L7460
24060,0,23,2,1,1,0,0,0,0,3,0,L8559
34480,0,74,1,1,0,1,0,3,0,3,0,P5006
13720,1,36,2,1,0,1,1,0,0,3,0,L1501
7450,0,28,1,1,0,1,0,2,0,2,0,Y2559
21000,0,37,2,1,0,1,0,2,0,2,0,V1277
23310,0,49,2,1,0,1,0,3,4,4,0,F2254
45910,0,54,3,1,0,1,0,3,3,2,0,K9848
38120,0,23,2,1,0,1,0,3,1,1,1,K5949
4330,0,22,2,1,1,0,0,3,0,0,0,A4291
78550,0,25,2,1,0,1,1,3,0,2,0,J6016
15370,0,50,2,1,0,1,0,1,4,4,0,K5021
39660,0,33,2,1,1,0,1,0,0,4,0,E3130
147820,0,60,3,1,0,0,0,1,1,4,0,S7307
12230,1,46,2,1,1,0,1,1,0,4,0,A6020
34460,0,42,2,2,0,1,0,0,0,4,0,T9965
8840,0,36,2,2,0,1,1,1,0,4,0,L1695
26470,0,44,2,2,1,0,0,0,2,2,0,T3757
83180,0,42,3,1,0,0,0,1,0,4,0,A9122
99600,0,26,2,1,0,1,0,1,0,1,0,B3575
14730,0,39,2,1,0,1,0,3,0,1,0,K735
33490,0,28,3,1,0,1,0,3,0,2,0,Q5014
36170,0,20,2,1,1,0,0,2,4,4,0,F9662
12230,1,46,2,1,1,0,1,1,0,4,0,V8108
14240,0,26,2,1,0,1,0,1,0,3,0,S5203
27790,0,21,2,1,1,0,0,1,0,2,1,X6296
34160,0,27,3,1,0,1,0,0,0,2,0,K4738
21000,0,37,2,1,0,1,0,2,0,2,0,K8748
94360,0,39,1,2,0,1,0,3,4,2,1,G871
13450,0,26,2,1,0,1,0,0,0,2,0,J4704
12250,0,37,2,1,0,1,0,2,0,2,0,G7403
12620,0,25,2,1,0,1,0,3,0,2,0,Y8231
37580,0,23,0,1,1,0,0,1,2,0,0,M8530
11690,0,67,2,1,0,1,0,0,4,4,0,B7676
148960,0,68,3,1,0,1,1,0,0,4,0,U1455
89780,1,45,3,1,0,1,1,0,0,4,0,I6903
34480,0,74,1,1,0,1,0,3,0,3,0,O7183
68500,0,34,3,2,0,1,1,1,1,0,0,R6249
83180,0,42,3,1,0,0,0,1,0,4,0,H8586
47880,0,26,2,2,0,1,0,0,0,3,1,B3686
10760,0,26,2,1,0,1,0,3,0,2,0,L9047
11080,0,28,2,1,0,1,0,0,0,3,0,P4316
29780,0,32,2,1,0,1,0,3,2,2,0,Z1844
21460,0,23,2,1,1,0,0,3,0,1,0,Z5583
64160,0,59,2,1,1,0,0,1,0,4,0,C1469
31900,0,24,2,1,0,1,0,0,0,2,0,M4909
13440,0,37,1,2,0,1,1,2,4,3,0,K3901
43510,0,48,1,1,0,1,0,1,4,2,0,K7814
12820,0,20,2,1,1,0,0,0,0,2,0,I5319
34300,0,31,2,2,0,1,0,3,2,4,0,R4311
11310,0,33,2,1,0,1,0,0,0,0,0,H1817
67580,0,31,2,1,0,1,0,0,0,2,0,K4457
24040,0,26,2,1,0,1,0,3,0,2,0,Z2196
33780,0,31,2,1,0,1,0,3,4,2,1,U2965
145550,0,23,0,1,0,1,1,1,4,0,0,I8183
19800,0,19,2,1,1,0,0,3,0,1,0,V4200
14590,0,43,1,1,0,1,0,3,0,2,0,F9707
109740,0,26,3,1,0,1,0,3,0,0,0,N4460
71190,0,53,2,2,0,0,0,0,0,2,0,E7864
11630,0,44,2,1,0,1,1,3,2,2,0,D9609
15440,0,42,1,2,0,1,0,3,0,3,0,X2917
12880,0,48,2,2,0,1,0,0,1,4,0,C813
26220,0,34,2,1,0,1,0,1,1,2,0,W7762
43510,0,48,1,1,0,1,0,1,4,2,0,H4443
22490,0,30,3,2,0,1,1,0,1,3,0,A5020
30920,0,22,2,1,1,0,0,1,1,1,0,U3728
10240,0,48,2,1,0,1,0,0,0,1,0,J4284
13460,0,42,2,2,0,0,0,3,1,4,0,A1084
48440,0,33,3,1,1,0,0,3,0,0,0,T294
48110,0,24,1,1,1,0,0,3,4,3,1,A219
147820,0,60,3,1,0,0,0,1,1,4,0,L731
12090,0,47,3,1,0,1,1,1,0,0,0,G3407
19800,0,19,2,1,1,0,0,3,0,1,0,M7174
83180,0,42,3,1,0,0,0,1,0,4,0,Q7002
27450,0,32,2,1,0,1,0,1,3,3,0,C921
63500,0,31,2,1,0,1,0,0,4,4,0,E9060
9390,0,28,2,1,0,1,1,2,2,3,0,C1349
11310,0,33,2,1,0,1,0,0,0,0,0,V4564
61990,0,28,2,1,1,0,0,0,0,2,0,Q9445
106230,0,38,3,2,0,0,0,0,0,4,1,Q8777
31040,0,31,2,1,0,1,0,0,0,3,0,K7719
27750,0,31,2,1,0,1,1,3,0,3,0,L5018
4330,0,22,2,1,1,0,0,3,0,0,0,J3619
16800,0,35,2,1,0,1,0,0,2,4,0,U5138
24060,0,23,2,1,1,0,0,0,0,3,0,X7497
17210,0,36,2,1,0,1,1,0,0,1,0,Q5903
36210,0,31,2,1,0,1,0,3,1,4,0,P978
7830,0,26,1,2,0,1,1,3,4,2,0,I1806
23260,0,27,2,1,0,1,0,1,2,2,0,B7921
18810,0,44,1,1,1,0,0,2,0,2,0,P9844
33980,0,39,1,1,0,1,1,0,0,3,0,E7309
39650,0,34,2,1,0,1,0,0,0,1,0,T7693
12830,0,25,2,1,1,0,1,3,4,3,0,H2792
29690,0,25,2,1,1,0,0,1,0,1,0,Q2132
15260,0,66,3,1,0,0,0,0,0,4,1,D5831
77210,0,30,2,1,0,1,0,0,4,1,0,G3514
113280,0,29,3,1,0,1,0,1,0,2,0,V8326
50030,0,29,2,1,0,1,1,3,4,2,0,U1180
28640,0,34,1,2,0,1,0,2,0,2,0,B1485
38120,0,23,2,1,0,1,0,3,1,1,1,W5998
13450,0,26,2,1,0,1,0,0,0,2,0,D1749
35520,0,27,2,1,0,1,0,0,0,3,0,P6242
67580,0,31,2,1,0,1,0,0,0,2,0,M4809
30310,0,21,2,1,1,0,0,1,1,2,0,O6964
107220,0,35,1,1,0,1,1,0,0,1,0,S3160
38500,0,27,2,1,0,1,0,3,0,3,1,M1045
6740,0,20,2,1,0,1,0,0,1,3,0,Z3777
39720,0,25,2,1,1,0,0,3,0,3,0,Z5094
26710,0,50,2,1,0,0,0,1,1,2,0,K6948
80860,0,42,3,1,0,1,1,1,1,4,0,P1620
89780,1,45,3,1,0,1,1,0,0,4,0,I5503
3380,0,52,2,1,0,1,0,0,2,4,0,L4690
12250,0,37,2,1,0,1,0,2,0,2,0,F8784
123890,0,37,2,1,0,0,1,1,4,2,0,A8539
12870,0,45,1,1,0,1,1,3,4,4,0,A1435
22490,0,30,3,2,0,1,1,0,1,3,0,B2882
12170,0,47,1,1,0,1,0,0,0,2,0,T6548
63500,0,31,2,1,0,1,0,0,4,4,0,M7156
21320,0,27,2,1,1,0,0,0,4,1,0,W4781
109740,0,26,3,1,0,1,0,3,0,0,0,P2126
59540,0,41,1,1,0,1,0,1,0,3,0,E1555
11690,0,67,2,1,0,1,0,0,4,4,0,P2963
27790,0,21,2,1,1,0,0,1,0,2,1,X422
7540,0,38,2,1,0,1,0,1,4,4,0,U6274
63040,0,36,2,1,0,1,0,3,4,4,0,N6992
34160,0,27,3,1,0,1,0,0,0,2,0,K2329
59540,0,41,1,1,0,1,0,1,0,3,0,R4374
13460,0,42,2,2,0,0,0,3,1,4,0,X415
71740,0,30,3,1,0,1,0,0,4,3,0,X9419
15200,0,63,2,1,0,1,0,3,4,4,0,E8401
7070,0,30,2,1,0,1,0,3,0,2,0,G5760
59650,0,30,3,1,0,1,0,1,0,4,1,C5999
21500,0,24,2,1,0,1,1,1,0,2,0,U9452
11900,0,55,0,2,0,0,0,0,0,0,0,C2619
18370,0,34,1,1,0,0,0,1,0,3,0,V8844
37570,0,62,2,1,0,0,1,3,0,4,0,U9775
34300,0,31,2,2,0,1,0,3,2,4,0,Y1660
20690,0,26,2,1,0,1,0,3,4,2,0,M9089
20580,1,33,2,1,0,1,0,3,0,2,0,Y7482
7450,0,28,1,1,0,1,0,2,0,2,0,U9351
12950,0,27,2,1,0,1,0,1,0,1,0,W2439
30790,0,36,2,1,0,1,1,3,4,2,0,K9508
19010,0,29,3,1,1,0,0,3,1,2,0,C677
75820,0,31,3,1,0,0,0,1,1,0,0,H7502
13910,0,27,2,1,0,1,0,1,0,2,0,S8233
7830,0,26,1,2,0,1,1,3,4,2,0,J9701
13910,0,27,2,1,0,1,0,1,0,2,0,J106
26710,0,50,2,1,0,0,0,1,1,2,0,A2257
12880,0,48,2,2,0,1,0,0,1,4,0,N5675
25070,0,51,1,1,0,0,1,3,2,4,0,D3390
102970,0,39,2,2,0,0,0,0,0,3,1,X6627
86130,0,27,2,1,0,1,0,3,3,2,1,B394
39490,0,37,1,2,0,1,1,2,0,1,0,U6139
6180,0,56,2,1,0,1,0,3,0,4,0,W2155
27590,0,34,2,1,0,1,0,3,0,4,0,A2550
30920,0,22,2,1,1,0,0,1,1,1,0,H6847
17430,0,34,1,1,0,1,0,3,1,2,0,Q1665
12710,0,39,2,1,0,0,0,2,4,2,0,U3601
38350,0,45,1,1,0,1,0,3,4,4,0,K6389
140270,0,27,3,1,0,1,1,1,0,3,0,Y3876
19010,0,29,3,1,1,0,0,3,1,2,0,K5060
83350,0,47,2,1,0,0,0,0,4,4,1,L4248
39650,0,34,2,1,0,1,0,0,0,1,0,H1186
16200,0,30,2,1,0,1,0,0,0,2,0,P291
19570,0,31,2,1,0,1,0,0,0,3,0,O1546
12820,0,20,2,1,1,0,0,0,0,2,0,B7452
10380,0,49,2,1,0,1,1,0,0,3,0,T1329
68720,1,55,2,1,0,1,0,0,0,1,0,F695
143180,0,57,3,1,0,0,1,1,0,4,0,R9907
34470,0,35,1,2,0,1,0,3,2,2,0,N3892
30770,0,52,2,1,0,1,0,3,0,2,0,Q9555
74850,0,53,3,1,0,1,0,3,4,0,1,Q3081
11490,0,46,2,1,0,1,0,3,3,2,0,H4143
8020,0,37,2,2,0,1,0,1,0,4,0,F3854
15330,0,38,2,1,0,1,0,3,0,1,0,O3278
78820,0,45,2,2,0,0,0,0,0,3,0,Z8646
44630,0,26,3,1,0,1,0,3,0,2,0,I8666
20690,0,26,2,1,0,1,0,3,4,2,0,I2611
6390,0,30,2,1,0,1,0,1,0,2,0,A6794
15910,0,34,3,1,0,1,0,3,1,3,0,N2020
46790,0,35,1,1,0,1,0,3,0,3,1,P8757
31140,0,26,2,1,1,0,0,0,0,1,0,T599
113280,0,29,3,1,0,1,0,1,0,2,0,Y9206
29780,0,32,2,1,0,1,0,3,2,2,0,M1958
17780,0,26,0,1,1,0,1,1,0,1,0,C2966
33450,0,39,3,1,1,0,0,0,0,4,0,G1134
14490,1,31,2,2,0,1,0,1,1,4,0,W5438
8600,0,39,2,1,0,1,1,0,0,4,0,W6127
14420,0,32,1,2,0,0,1,0,0,3,0,V9270
21240,0,24,2,1,1,0,0,0,0,2,0,Y9406
12250,0,37,2,1,0,1,0,2,0,2,0,Q7596
23230,0,24,2,1,1,0,0,1,0,3,0,M5763
25800,0,41,1,2,0,1,0,3,2,1,0,E9168
72280,0,39,1,1,0,1,1,3,0,2,0,S4109
7080,0,38,1,2,0,1,0,0,0,2,0,C9506
39720,0,25,2,1,1,0,0,3,0,3,0,L706
12620,1,49,1,1,0,1,0,0,4,4,0,Y5861
9320,0,24,2,1,0,1,0,3,0,2,0,V1995
147820,0,60,3,1,0,0,0,1,1,4,0,S8544
39660,0,33,2,1,1,0,1,0,0,4,0,D7547
7450,0,28,1,1,0,1,0,2,0,2,0,P7956
39660,0,33,2,1,1,0,1,0,0,4,0,Z7590
30170,0,34,3,1,1,0,0,1,0,1,0,Q9334
64580,0,39,3,2,0,1,1,3,0,4,0,H9082
22490,0,30,3,2,0,1,1,0,1,3,0,B4639
73080,0,70,3,1,0,0,1,1,0,0,0,B4631
24150,0,34,2,1,0,1,0,1,0,2,0,W3190
70570,0,36,3,2,1,0,0,1,4,3,1,J626
27620,0,25,2,1,0,1,0,1,4,4,0,Y8425
19220,0,37,1,1,0,1,0,1,0,2,0,O2053
96290,0,24,2,1,0,1,0,0,0,3,1,N2764
57430,0,24,2,1,0,0,0,1,0,1,0,Y6113
6390,0,30,2,1,0,1,0,1,0,2,0,C5259
52340,0,28,3,1,0,1,1,1,0,0,0,V9014
159450,0,58,2,1,1,0,0,1,0,1,0,J974
48440,0,33,3,1,1,0,0,3,0,0,0,O5046
31080,1,31,1,1,0,1,0,0,0,1,0,I8492
86130,0,27,2,1,0,1,0,3,3,2,1,C8098
46110,0,32,2,1,0,1,0,3,0,1,0,U8390
31810,0,26,2,1,0,1,0,3,0,1,0,F7223
35520,0,27,2,1,0,1,0,0,0,3,0,R1551
14740,0,33,3,1,0,1,0,2,0,1,0,L1126
24060,0,23,2,1,1,0,0,0,0,3,0,F1097
14490,1,31,2,2,0,1,0,1,1,4,0,Z4006
39490,0,37,1,2,0,1,1,2,0,1,0,L7206
30920,0,22,2,1,1,0,0,1,1,1,0,A8380
86480,0,27,2,1,0,1,0,3,0,1,0,Y9802
71740,0,30,3,1,0,1,0,0,4,3,0,W7501
23150,0,52,1,1,0,1,0,0,0,4,0,P4340
126800,0,30,3,1,0,0,1,3,4,4,0,H6287
47460,0,25,1,1,0,1,0,1,0,1,0,V7029
43510,0,48,1,1,0,1,0,1,4,2,0,Y6330
71740,0,30,3,1,0,1,0,0,4,3,0,W7850
9090,0,36,2,1,0,1,1,3,2,4,0,D2886
28990,0,43,2,2,0,1,1,1,4,4,0,Z1693
11630,0,44,2,1,0,1,1,3,2,2,0,O866
5180,0,29,2,1,0,1,0,3,0,2,0,A137
64680,0,52,3,1,0,1,0,1,4,0,0,D8353
64190,0,44,3,2,0,0,0,0,0,4,1,A7368
12360,0,23,2,1,1,0,0,3,0,1,0,V720
9510,0,27,2,1,1,0,0,1,1,1,0,U942
12040,0,35,2,1,1,0,1,3,1,2,0,Y1609
36210,0,31,2,1,0,1,0,3,1,4,0,J9717
25200,0,23,1,1,0,1,0,1,2,2,0,Z6802
12620,1,49,1,1,0,1,0,0,4,4,0,V1094
8840,0,36,2,2,0,1,1,1,0,4,0,U957
115600,0,23,3,1,1,0,0,1,0,2,1,Q5107
71740,0,30,3,1,0,1,0,0,4,3,0,Z2687
4330,0,22,2,1,1,0,0,3,0,0,0,M4072
38500,0,27,2,1,0,1,0,3,0,3,1,X1095
68720,1,55,2,1,0,1,0,0,0,1,0,K8519
15770,0,20,2,1,0,1,0,1,3,1,0,L6771
50960,0,30,3,1,0,1,0,1,0,2,0,Y4266
102970,0,39,2,2,0,0,0,0,0,3,1,R6213
12010,0,26,2,1,0,1,1,1,0,1,0,A2666
15460,0,24,1,1,1,0,0,0,0,3,0,E6129
4330,0,24,2,2,1,0,0,1,3,1,0,M3465
38120,0,23,2,1,0,1,0,3,1,1,1,L6197
21320,0,27,2,1,1,0,0,0,4,1,0,Z3812
12950,0,27,2,1,0,1,0,1,0,1,0,X9808
123890,0,37,2,1,0,0,1,1,4,2,0,I2596
129760,0,38,3,1,0,0,0,1,0,0,1,S6820
46790,0,35,1,1,0,1,0,3,0,3,1,X5308
19350,1,31,2,1,0,1,0,1,0,4,0,R227
45910,0,54,3,1,0,1,0,3,3,2,0,Q3348
23330,0,29,1,1,0,1,0,1,4,1,0,D4069
113280,0,29,3,1,0,1,0,1,0,2,0,P3723
78820,0,45,2,2,0,0,0,0,0,3,0,H5027
19530,0,61,3,1,0,0,0,1,0,4,0,L9323
27790,0,21,2,1,1,0,0,1,0,2,1,F7063
67580,0,31,2,1,0,1,0,0,0,2,0,G604
72280,0,39,1,1,0,1,1,3,0,2,0,Q9426
14840,0,25,2,1,0,1,0,1,4,2,0,M2857
107220,0,35,1,1,0,1,1,0,0,1,0,E2847
14590,0,43,1,1,0,1,0,3,0,2,0,H6752
10920,0,49,2,1,0,1,0,1,0,2,0,S1305
32340,0,23,1,1,1,0,0,0,0,1,0,P9011
14840,0,25,2,1,0,1,0,1,4,2,0,D7878
12230,1,46,2,1,1,0,1,1,0,4,0,B5381
21460,0,23,2,1,1,0,0,3,0,1,0,Z8289
4260,0,39,1,1,0,1,0,3,0,4,0,J87
78550,0,25,2,1,0,1,1,3,0,2,0,R7228
13460,0,42,2,2,0,0,0,3,1,4,0,V8362
22380,0,25,2,1,0,1,0,3,0,2,0,G1021
15460,0,24,1,1,1,0,0,0,0,3,0,A4290
30600,0,28,2,1,0,1,0,1,0,3,0,P6210
51290,0,74,3,2,0,0,0,1,0,4,1,V4286
10420,0,33,2,1,0,1,1,1,4,2,0,J8056
31140,0,26,2,1,1,0,0,0,0,1,0,I3692
47880,0,26,2,2,0,1,0,0,0,3,1,Q5216
6820,0,51,2,1,0,1,1,3,1,3,0,Y6017
30310,0,21,2,1,1,0,0,1,1,2,0,P2629
12850,0,32,2,1,1,0,1,0,4,3,0,N8207
12450,0,33,2,1,0,1,0,1,0,2,0,E9488
10530,0,27,2,1,0,1,0,0,0,1,0,V5126
23480,0,46,2,1,0,1,0,0,0,2,0,F2327
11490,0,46,2,1,0,1,0,3,3,2,0,R9354
31040,0,31,2,1,0,1,0,0,0,3,0,Q7014
101440,0,21,2,1,0,1,0,3,1,3,0,B5576
13640,0,64,2,1,0,1,1,3,0,2,0,Y3062
19010,0,29,3,1,1,0,0,3,1,2,0,P8363
12400,0,48,1,2,0,0,1,2,1,4,0,W5424
16700,0,22,2,1,0,1,0,1,0,1,0,N8699
30170,0,34,3,1,1,0,0,1,0,1,0,G8293
21490,1,29,2,1,0,0,0,0,0,2,0,P3556
27430,0,29,2,1,0,1,0,3,0,4,0,U6602
26970,0,32,2,2,0,1,0,3,0,2,0,R7601
13090,0,27,1,1,0,1,1,3,4,2,0,M8395
9590,0,29,2,1,0,1,0,1,0,2,0,M1200
27120,0,41,2,2,0,1,0,0,0,4,0,Q408
28720,0,36,2,2,0,1,0,3,1,4,0,L9621
113280,0,29,3,1,0,1,0,1,0,2,0,P9678
19570,0,31,2,1,0,1,0,0,0,3,0,A6529
9510,0,27,2,1,1,0,0,1,1,1,0,Z4829
7500,0,27,0,1,0,1,0,0,0,0,0,K3552
6820,0,51,2,1,0,1,1,3,1,3,0,D6596
23660,1,36,3,1,0,1,1,1,2,3,0,W8078
42970,1,40,3,1,0,1,0,1,0,4,0,O1112
26290,0,29,2,1,0,1,0,1,0,2,0,W3368
19190,0,35,2,1,1,0,0,1,0,3,0,A7247
14120,0,29,3,1,0,1,0,3,0,2,0,W9628
64190,0,44,3,2,0,0,0,0,0,4,1,S5694
38120,0,23,2,1,0,1,0,3,1,1,1,U9237
46230,0,40,3,1,0,1,0,3,1,2,0,W5540
12620,0,25,2,1,0,1,0,3,0,2,0,N5177
15680,0,24,1,1,1,0,0,3,1,2,0,Y9915
28640,0,34,1,2,0,1,0,2,0,2,0,F7464
15910,0,34,3,1,0,1,0,3,1,3,0,A4159
33780,0,31,2,1,0,1,0,3,4,2,1,I3391
33450,0,39,3,1,1,0,0,0,0,4,0,R7539
68870,0,29,2,1,0,1,0,0,0,2,0,I4698
47960,0,56,2,1,0,0,0,2,0,4,1,Y6795
19630,0,31,3,2,1,0,0,3,0,3,0,U7781
10760,0,26,2,1,0,1,0,3,0,2,0,I4034
14420,0,32,1,2,0,0,1,0,0,3,0,M3718
80860,0,42,3,1,0,1,1,1,1,4,0,K7793
106230,0,38,3,2,0,0,0,0,0,4,1,U6658
46230,0,40,3,1,0,1,0,3,1,2,0,M5632
9310,0,32,1,1,0,1,1,1,1,1,0,A6409
13550,0,25,1,1,0,1,1,1,0,1,0,Q6849
15340,0,23,2,1,1,0,0,1,0,1,0,G9763
7500,0,27,0,1,0,1,0,0,0,0,0,T2528
19840,0,47,2,1,0,0,0,3,0,2,0,H1826
31860,0,20,2,1,1,0,1,3,3,3,0,X8629
10680,0,28,2,2,0,1,0,1,0,4,0,W2481
34480,0,74,1,1,0,1,0,3,0,3,0,M4560
58480,0,24,2,1,0,1,0,2,0,2,0,B336
12870,0,45,1,1,0,1,1,3,4,4,0,P7333
107220,0,35,1,1,0,1,1,0,0,1,0,P3706
79800,0,27,2,1,1,0,0,3,4,1,0,Z4208
50030,0,29,2,1,0,1,1,3,4,2,0,I8514
11310,0,33,2,1,0,1,0,0,0,0,0,R3565
34410,0,21,2,1,1,0,0,1,1,2,0,Y6818
27430,0,29,2,1,0,1,0,3,0,4,0,O7163
9830,0,19,1,1,1,0,0,1,3,1,0,R1896
22350,0,33,2,1,1,0,1,0,0,2,0,C517
19500,0,34,2,1,0,1,0,3,0,3,0,W3030
9390,0,28,2,1,0,1,1,2,2,3,0,N9852
35730,0,23,1,1,0,1,0,1,0,2,0,F9196
19800,0,19,2,1,1,0,0,3,0,1,0,K9712
33490,0,28,3,1,0,1,0,3,0,2,0,X8529
9500,0,33,2,2,1,0,1,0,0,4,0,M33
12460,0,23,1,1,0,1,1,1,0,1,0,R3456
2760,0,22,1,1,1,0,1,1,0,2,0,H5878
43510,0,48,1,1,0,1,0,1,4,2,0,V905
28720,0,36,2,2,0,1,0,3,1,4,0,G138
18820,0,25,2,1,1,0,0,0,0,2,0,J1356
19570,0,31,2,1,0,1,0,0,0,3,0,G9250
51290,0,74,3,2,0,0,0,1,0,4,1,Y7782
33780,0,31,2,1,0,1,0,3,4,2,1,K9761
72380,0,32,2,2,0,1,0,3,4,4,0,D2433
26220,0,34,2,1,0,1,0,1,1,2,0,X9967
51170,0,26,2,1,0,1,0,3,0,3,0,J8722
31610,0,31,2,1,1,0,0,0,0,2,0,W4536
9320,0,24,2,1,0,1,0,3,0,2,0,D6333
27620,0,25,2,1,0,1,0,1,4,4,0,J9806
7170,0,52,2,1,0,1,0,3,0,4,0,G5552
47950,0,30,3,1,0,1,0,1,0,1,0,B2394
12090,0,47,3,1,0,1,1,1,0,0,0,U8377
78550,0,25,2,1,0,1,1,3,0,2,0,F6486
6090,0,26,0,1,0,1,0,2,0,1,0,K400
33780,0,31,2,1,0,1,0,3,4,2,1,I5773
13440,0,37,1,2,0,1,1,2,4,3,0,P7770
15330,0,38,2,1,0,1,0,3,0,1,0,O1085
14090,0,54,2,1,0,1,0,0,0,4,1,Z8673
23200,0,34,2,1,0,1,0,3,0,0,0,G372
13450,0,26,2,1,0,1,0,0,0,2,0,T1554
42970,1,40,3,1,0,1,0,1,0,4,0,Z9670
15440,0,42,1,2,0,1,0,3,0,3,0,O3551
14590,0,43,1,1,0,1,0,3,0,2,0,K6458
31040,0,31,2,1,0,1,0,0,0,3,0,V5970
83180,0,42,3,1,0,0,0,1,0,4,0,C4425
22490,0,30,3,2,0,1,1,0,1,3,0,N9473
18080,0,22,2,1,0,1,0,3,0,3,0,L8808
41100,0,23,2,2,1,0,0,0,0,4,0,H5098
9590,0,29,2,1,0,1,0,1,0,2,0,E6523
38350,0,45,1,1,0,1,0,3,4,4,0,W2579
23660,1,36,3,1,0,1,1,1,2,3,0,O7298
77580,0,29,2,1,1,0,0,1,3,4,1,O5723
13600,0,31,2,1,0,1,0,3,0,2,0,P8267
63040,0,36,2,1,0,1,0,3,4,4,0,S3602
33680,0,23,2,1,1,0,0,3,3,4,1,Q2803
47360,0,25,1,1,0,1,0,1,0,1,0,P6652
7070,0,30,2,1,0,1,0,3,0,2,0,B6318
13910,0,27,2,1,0,1,0,1,0,2,0,O3957
15300,0,32,2,1,0,1,1,3,0,2,0,P7339
47880,0,26,2,2,0,1,0,0,0,3,1,Q2778
125790,0,44,3,1,0,0,0,1,0,4,1,Q8310
34410,0,21,2,1,1,0,0,1,1,2,0,C9095
31810,0,26,2,1,0,1,0,3,0,1,0,C7060
13310,0,22,2,1,0,1,0,1,0,1,0,R6514
14180,0,35,1,1,1,0,1,3,1,2,0,V9697
19080,0,66,3,1,0,1,0,2,0,4,0,D6385
6970,0,46,2,1,0,1,1,0,0,1,0,U1750
26790,0,29,3,1,0,1,0,3,0,1,1,M5430
15670,0,22,2,1,0,1,0,1,0,2,0,Z6965
47950,0,30,3,1,0,1,0,1,0,1,0,M2146
29780,0,32,2,2,0,1,0,3,4,2,0,O6277
94360,0,39,1,2,0,1,0,3,4,2,1,J838
47960,0,56,2,1,0,0,0,2,0,4,1,N6688
27280,0,35,2,1,0,1,0,1,4,3,0,B8572
23660,1,36,3,1,0,1,1,1,2,3,0,O6025
15460,0,24,1,1,1,0,0,0,0,3,0,Y6055
17210,0,36,2,1,0,1,1,0,0,1,0,N3810
83350,0,47,2,1,0,0,0,0,4,4,1,L1252
68870,0,29,2,1,0,1,0,0,0,2,0,A4257
86130,0,27,2,1,0,1,0,3,3,2,1,A851
21450,0,24,2,1,0,1,0,0,0,3,0,B6837
14780,0,22,2,1,0,1,0,3,0,3,0,E3321
18810,0,44,1,1,1,0,0,2,0,2,0,M5150
36210,0,31,2,1,0,1,0,3,1,4,0,U3472
15530,0,44,2,1,0,1,0,0,0,2,0,H1842
14420,0,23,2,1,1,0,1,0,0,3,0,T4851
9510,0,27,2,1,1,0,0,1,1,1,0,N3496
12850,0,32,2,1,1,0,1,0,4,3,0,H7812
7660,0,66,1,1,0,1,0,1,2,2,0,A848
24060,0,31,3,1,0,1,0,3,0,0,0,R575
12170,0,47,1,1,0,1,0,0,0,2,0,B9659
9000,0,23,2,1,0,1,1,0,4,2,0,V8473
42100,0,26,2,1,0,1,0,2,0,2,0,D4007
65600,0,24,2,1,0,1,1,1,1,3,0,R6106
12620,0,25,2,1,0,1,0,3,0,2,0,V327
12390,0,61,2,1,0,0,0,1,4,2,0,G4240
14590,0,43,1,1,0,1,0,3,0,2,0,D414
19530,0,61,3,1,0,0,0,1,0,4,0,T5611
11080,0,28,2,1,0,1,0,0,0,3,0,F7826
94360,0,39,1,2,0,1,0,3,4,2,1,G1773
46570,0,30,2,1,0,1,0,3,0,2,1,N2552
12620,1,49,1,1,0,1,0,0,4,4,0,M9048
15420,0,36,2,1,0,1,0,3,0,3,0,J290
15680,0,24,1,1,1,0,0,3,1,2,0,U7075
34160,0,27,3,1,0,1,0,0,0,2,0,O4115
