college,income,data_overage_mb,data_leftover_mb,data_mb_used,text_message_count,house,handset_price,over_15mins_calls_per_month,average_call_duration,reported_satisfaction,reported_usage_level,considering_change_of_plan,leave,id,operating_system
one,306690.0,73,5.0,3714.0,119,905857,1324.0,3.0,5.0,high,low,yes,STAY,18867,IOS
one,236282.0,70,0.0,7654.0,156,777104,553.0,3.0,10.0,low,low,no,STAY,16705,Android
zero,54029.0,76,84.0,874.0,207,1096015,414.0,4.0,1.0,high,low,no,STAY,7184,Android
zero,229457.0,0,22.0,2058.0,104,1163448,1206.0,1.0,4.0,low,high,yes,STAY,19721,IOS
one,109302.0,64,85.0,3730.0,105,558899,758.0,4.0,2.0,low,low,yes,LEAVE,14741,Android
zero,52989.0,0,6.0,5529.0,81,1175984,386.0,1.0,4.0,high,low,yes,STAY,6063,Android
one,263668.0,0,89.0,5781.0,197,733941,1202.0,1.0,1.0,low,high,yes,STAY,3808,IOS
zero,222769.0,65,36.0,1369.0,199,978611,1086.0,5.0,4.0,low,low,yes,LEAVE,16545,IOS
zero,183851.0,217,8.0,540.0,175,1362225,328.0,25.0,4.0,low,high,yes,STAY,2661,Android
zero,232310.0,146,12.0,637.0,72,1008675,412.0,20.0,4.0,low,low,yes,LEAVE,2838,Android
one,315761.0,0,0.0,3662.0,96,576291,742.0,0.0,10.0,low,high,yes,LEAVE,8739,Android
one,134818.0,0,81.0,1668.0,105,467766,568.0,1.0,1.0,low,low,,LEAVE,9140,Android
one,371055.0,65,33.0,1535.0,198,771584,1113.0,5.0,2.0,low,high,yes,LEAVE,10182,IOS
one,324917.0,40,0.0,5928.0,212,968875,1044.0,4.0,11.0,low,low,yes,LEAVE,8290,IOS
zero,186569.0,244,42.0,5162.0,195,636713,494.0,28.0,2.0,low,low,yes,LEAVE,12976,Android
zero,211418.0,0,0.0,,158,1291410,798.0,0.0,11.0,high,low,yes,STAY,2386,Android
zero,289510.0,0,0.0,5112.0,162,1177442,1339.0,1.0,9.0,low,low,no,STAY,831,IOS
one,376702.0,0,20.0,3163.0,192,1032960,1260.0,1.0,5.0,low,high,yes,STAY,10101,IOS
one,136735.0,42,47.0,6287.0,171,440275,982.0,4.0,2.0,low,low,no,LEAVE,9132,IOS
one,135628.0,62,86.0,6030.0,73,904215,992.0,4.0,2.0,low,high,yes,LEAVE,11994,IOS
zero,212973.0,195,0.0,5728.0,131,1190376,1312.0,24.0,11.0,low,low,yes,STAY,4383,IOS
zero,176649.0,50,0.0,554.0,218,1011921,394.0,5.0,1.0,low,low,,LEAVE,18272,Android
zero,318800.0,190,19.0,4814.0,183,780486,374.0,19.0,4.0,high,low,no,LEAVE,8495,Android
zero,133669.0,0,0.0,3150.0,117,565624,498.0,1.0,9.0,low,high,yes,STAY,14278,Android
one,269534.0,0,0.0,6390.0,183,1135508,468.0,1.0,15.0,high,high,yes,LEAVE,16855,Android
zero,379525.0,51,0.0,5039.0,215,472701,609.0,0.0,15.0,low,low,yes,LEAVE,5671,Android
one,252381.0,240,0.0,1698.0,104,945615,1083.0,11.0,11.0,low,high,yes,LEAVE,17410,IOS
one,388883.0,0,11.0,7841.0,165,1046088,236.0,0.0,2.0,high,low,no,STAY,18158,Android
zero,182854.0,149,75.0,3897.0,212,1203441,426.0,10.0,2.0,high,low,yes,STAY,9515,Android
one,248555.0,0,17.0,1695.0,94,1426033,429.0,0.0,4.0,low,high,yes,STAY,19576,Android
one,266269.0,0,0.0,6091.0,117,946275,1128.0,0.0,6.0,low,low,no,LEAVE,6835,IOS
one,68472.0,0,61.0,762.0,220,374650,930.0,1.0,1.0,low,high,no,LEAVE,8815,IOS
zero,299737.0,0,45.0,7602.0,163,1365194,963.0,0.0,1.0,low,low,yes,STAY,4471,IOS
zero,378237.0,0,21.0,7018.0,97,1119668,1323.0,0.0,4.0,high,high,no,STAY,11148,IOS
zero,177471.0,261,58.0,4673.0,111,383592,1172.0,16.0,2.0,high,low,yes,LEAVE,7607,IOS
zero,232251.0,50,0.0,2826.0,129,1338554,333.0,5.0,10.0,low,low,no,STAY,9245,Android
one,185358.0,75,11.0,7727.0,52,546807,321.0,5.0,4.0,low,low,no,STAY,18988,Android
one,289317.0,73,0.0,666.0,60,1054984,606.0,5.0,12.0,high,low,no,LEAVE,19689,Android
one,187291.0,47,31.0,7418.0,152,603276,435.0,5.0,1.0,low,low,yes,LEAVE,18486,Android
one,266013.0,35,70.0,1218.0,101,1328043,306.0,4.0,11.0,low,high,yes,STAY,677,Android
one,362317.0,0,0.0,3475.0,154,1392724,678.0,0.0,13.0,low,low,yes,STAY,10013,Android
one,277104.0,238,16.0,3608.0,90,604680,1208.0,14.0,6.0,avg,low,yes,LEAVE,8465,IOS
one,348757.0,0,12.0,2946.0,83,1008545,1230.0,1.0,6.0,avg,high,yes,STAY,14036,IOS
one,122196.0,50,19.0,6627.0,92,1268682,912.0,4.0,4.0,avg,high,yes,STAY,3856,IOS
one,73099.0,42,0.0,3500.0,121,707530,363.0,4.0,14.0,low,low,yes,LEAVE,16334,Android
zero,215382.0,174,62.0,4138.0,67,815488,1296.0,17.0,1.0,low,high,,LEAVE,13052,IOS
one,322501.0,64,0.0,4045.0,81,885902,686.0,5.0,15.0,low,high,yes,LEAVE,5742,Android
one,101402.0,0,25.0,1939.0,74,440555,567.0,1.0,2.0,low,low,yes,LEAVE,4898,Android
one,143809.0,201,6.0,6285.0,100,558460,1234.0,12.0,5.0,avg,low,no,STAY,990,IOS
zero,363551.0,188,0.0,7988.0,98,759333,470.0,27.0,13.0,low,high,no,LEAVE,8357,Android
zero,417438.0,184,12.0,7240.0,109,1004033,682.0,15.0,5.0,high,high,yes,LEAVE,12530,Android
zero,292492.0,0,57.0,1185.0,180,1010769,893.0,1.0,2.0,low,high,no,STAY,13163,IOS
one,233027.0,181,0.0,4332.0,68,1177913,1267.0,26.0,13.0,low,low,yes,LEAVE,13866,IOS
one,410208.0,240,7.0,6885.0,140,521507,226.0,0.0,4.0,low,low,yes,LEAVE,7224,Android
zero,186076.0,64,0.0,1521.0,55,1157990,1279.0,4.0,1.0,high,low,no,LEAVE,7285,IOS
zero,328071.0,146,12.0,896.0,152,636502,835.0,16.0,5.0,avg,high,,LEAVE,2109,IOS
one,249101.0,183,0.0,3008.0,67,872479,1203.0,12.0,2.0,low,low,yes,STAY,13000,IOS
zero,378745.0,0,0.0,1137.0,186,812299,227.0,1.0,8.0,low,low,,STAY,19598,Android
zero,382637.0,64,87.0,2820.0,164,755809,561.0,5.0,1.0,high,low,yes,LEAVE,7161,Android
one,380429.0,94,0.0,1038.0,61,1283409,454.0,3.0,1.0,high,low,no,STAY,5582,Android
one,127156.0,68,10.0,1745.0,108,889369,954.0,5.0,10.0,high,high,yes,LEAVE,16638,IOS
one,408477.0,83,18.0,4526.0,199,727117,696.0,5.0,1.0,high,low,yes,STAY,16441,Android
zero,312385.0,223,5.0,5099.0,114,1075953,1071.0,21.0,5.0,low,low,yes,LEAVE,17930,IOS
zero,141402.0,0,0.0,7029.0,76,1004496,508.0,1.0,14.0,low,low,yes,LEAVE,17833,Android
one,53179.0,48,15.0,1741.0,78,374831,791.0,4.0,5.0,low,low,no,LEAVE,7024,Android
one,332910.0,71,0.0,1653.0,213,988329,678.0,0.0,14.0,low,high,yes,STAY,577,Android
one,151881.0,176,20.0,4080.0,58,846098,987.0,18.0,5.0,avg,high,yes,LEAVE,10266,IOS
zero,143961.0,0,19.0,1646.0,140,851915,769.0,1.0,15.0,low,low,yes,STAY,16222,Android
one,155356.0,211,0.0,4504.0,78,918220,1127.0,12.0,1.0,high,low,yes,LEAVE,7098,IOS
zero,254079.0,58,9.0,4711.0,68,1291132,344.0,3.0,6.0,low,low,yes,STAY,17488,Android
zero,209038.0,81,62.0,6267.0,167,836929,1235.0,3.0,1.0,avg,low,yes,LEAVE,11523,IOS
zero,304175.0,0,77.0,4935.0,88,790201,972.0,0.0,1.0,avg,high,no,LEAVE,1565,IOS
one,143239.0,87,40.0,5032.0,67,572775,1229.0,5.0,2.0,low,high,no,LEAVE,9806,IOS
zero,143443.0,62,0.0,2981.0,207,618177,1131.0,4.0,10.0,high,low,no,LEAVE,18497,IOS
one,403532.0,47,63.0,6478.0,160,1441863,982.0,4.0,2.0,low,high,yes,STAY,8801,IOS
zero,245251.0,0,86.0,6437.0,211,838967,1133.0,1.0,1.0,low,high,yes,LEAVE,18162,IOS
one,427575.0,0,0.0,6389.0,158,956345,664.0,1.0,11.0,high,low,yes,LEAVE,9727,Android
one,189285.0,0,23.0,7430.0,66,983083,823.0,0.0,4.0,high,low,yes,STAY,3896,IOS
zero,430026.0,215,22.0,5812.0,105,972315,1345.0,4.0,6.0,high,low,yes,STAY,14481,IOS
one,376116.0,0,49.0,1571.0,112,768295,669.0,1.0,1.0,low,high,yes,STAY,8302,Android
one,410506.0,59,41.0,3938.0,162,981050,827.0,5.0,2.0,low,high,yes,LEAVE,19047,IOS
zero,164291.0,68,10.0,580.0,201,680627,903.0,3.0,6.0,low,low,yes,LEAVE,4528,IOS
zero,231707.0,42,0.0,7239.0,106,1222214,285.0,3.0,14.0,low,high,yes,STAY,11846,Android
zero,305629.0,0,64.0,2297.0,155,747375,1125.0,0.0,1.0,high,high,no,STAY,7087,IOS
zero,416509.0,214,21.0,5678.0,191,885746,562.0,19.0,4.0,low,low,yes,STAY,9000,Android
one,110483.0,138,0.0,3186.0,143,834906,1043.0,27.0,10.0,low,high,yes,STAY,7477,IOS
one,425981.0,35,31.0,1366.0,210,825661,1097.0,1.0,2.0,high,low,yes,LEAVE,552,IOS
one,421782.0,54,0.0,6400.0,152,830075,372.0,4.0,12.0,low,low,yes,STAY,14032,Android
one,275518.0,0,12.0,3562.0,66,1295749,371.0,1.0,4.0,high,low,yes,STAY,14008,Android
one,227542.0,76,0.0,6916.0,146,1247490,893.0,4.0,13.0,low,high,yes,STAY,17105,IOS
zero,89850.0,0,29.0,3118.0,145,822839,1304.0,14.0,2.0,low,high,yes,LEAVE,18107,IOS
zero,299683.0,0,70.0,6602.0,138,799469,1152.0,18.0,1.0,avg,avg,no,LEAVE,1668,IOS
zero,82076.0,260,44.0,6540.0,58,516266,1009.0,13.0,2.0,high,low,yes,LEAVE,19869,IOS
one,333468.0,0,43.0,4822.0,59,804768,556.0,1.0,2.0,low,low,yes,STAY,9367,Android
one,389837.0,62,33.0,2663.0,161,1167148,652.0,0.0,1.0,low,high,yes,STAY,12390,Android
zero,355359.0,48,0.0,6061.0,208,1361516,632.0,5.0,13.0,high,low,,STAY,13101,Android
zero,402122.0,43,0.0,6986.0,71,899185,375.0,3.0,10.0,low,high,yes,STAY,18348,Android
one,294694.0,79,7.0,3209.0,118,1024759,627.0,4.0,6.0,high,high,yes,LEAVE,2784,Android
one,346232.0,59,0.0,5127.0,131,975665,983.0,3.0,9.0,high,high,yes,LEAVE,5039,IOS
one,84946.0,0,0.0,7023.0,171,736017,746.0,1.0,10.0,high,high,no,LEAVE,14605,Android
zero,297051.0,81,37.0,5232.0,148,559150,1058.0,5.0,1.0,avg,low,no,STAY,18487,IOS
one,349601.0,78,0.0,1902.0,87,566697,1074.0,5.0,9.0,high,low,no,STAY,2454,IOS
zero,239707.0,226,56.0,3397.0,85,657744,890.0,15.0,1.0,low,low,no,STAY,5500,IOS
zero,323121.0,0,5.0,2777.0,77,1402193,408.0,3.0,4.0,low,high,yes,STAY,17475,Android
zero,292395.0,60,0.0,5206.0,52,931722,985.0,5.0,9.0,avg,high,yes,STAY,2430,IOS
zero,222993.0,228,7.0,3210.0,208,1094137,462.0,23.0,,low,low,no,STAY,11861,Android
zero,215719.0,47,88.0,7324.0,72,1292034,255.0,3.0,1.0,low,low,yes,STAY,19592,Android
one,327591.0,0,0.0,701.0,62,1257613,753.0,1.0,13.0,low,low,no,STAY,5107,Android
zero,373485.0,53,80.0,7881.0,134,616568,960.0,4.0,2.0,low,low,yes,STAY,2797,IOS
one,324573.0,89,0.0,4197.0,149,693975,594.0,4.0,13.0,low,high,yes,LEAVE,5842,Android
one,238776.0,196,80.0,6207.0,140,573580,1093.0,23.0,2.0,low,avg,yes,LEAVE,4646,IOS
zero,411939.0,48,23.0,6902.0,116,950973,1148.0,3.0,6.0,low,avg,yes,STAY,19154,IOS
one,56831.0,59,0.0,724.0,84,1033377,256.0,5.0,10.0,low,high,no,STAY,3027,Android
one,428558.0,57,42.0,7224.0,87,1240134,1160.0,3.0,2.0,high,low,yes,STAY,15607,IOS
one,424648.0,63,82.0,5721.0,89,792996,808.0,3.0,1.0,high,high,yes,STAY,15099,IOS
one,100687.0,217,19.0,912.0,95,1332076,1017.0,23.0,6.0,high,low,no,STAY,19911,IOS
one,213568.0,43,80.0,455.0,216,1000004,848.0,5.0,1.0,low,low,yes,LEAVE,1314,IOS
one,164621.0,0,71.0,2251.0,130,741375,225.0,1.0,2.0,avg,low,,STAY,15352,Android
zero,208520.0,69,0.0,6680.0,209,948768,989.0,4.0,10.0,low,low,no,STAY,2160,IOS
one,204144.0,79,0.0,4942.0,210,1077295,895.0,0.0,14.0,low,low,no,STAY,9920,IOS
one,266213.0,0,24.0,7512.0,67,948837,1088.0,0.0,5.0,low,high,yes,STAY,4288,IOS
zero,417485.0,0,82.0,6453.0,94,1158907,630.0,0.0,2.0,low,low,yes,STAY,8331,Android
zero,196002.0,0,18.0,3891.0,161,1204202,933.0,1.0,5.0,low,high,no,STAY,12294,IOS
one,128520.0,0,19.0,2481.0,202,412199,548.0,1.0,4.0,high,low,yes,LEAVE,17851,Android
zero,170237.0,0,0.0,2708.0,166,531396,915.0,1.0,10.0,avg,low,yes,LEAVE,9529,IOS
zero,158474.0,267,23.0,7723.0,192,698923,479.0,28.0,10.0,low,low,yes,STAY,15134,Android
one,140521.0,0,37.0,1230.0,177,527399,269.0,15.0,1.0,low,low,yes,LEAVE,5913,Android
zero,106561.0,0,,3282.0,170,1250293,989.0,1.0,4.0,high,low,yes,STAY,18501,IOS
one,283061.0,0,87.0,5088.0,184,981491,910.0,0.0,1.0,low,high,yes,STAY,17091,IOS
one,271681.0,153,14.0,1440.0,166,780976,1225.0,14.0,5.0,low,low,no,STAY,15525,IOS
one,62784.0,52,17.0,7343.0,99,850102,451.0,4.0,4.0,low,low,yes,STAY,12277,Android
one,258550.0,186,0.0,627.0,89,1179109,543.0,24.0,8.0,low,low,yes,STAY,16262,Android
one,352207.0,0,12.0,7400.0,201,834800,1284.0,4.0,5.0,avg,high,no,STAY,19371,IOS
zero,322985.0,52,15.0,2035.0,191,1268469,928.0,3.0,4.0,avg,low,yes,STAY,12259,IOS
one,246866.0,191,9.0,7343.0,156,1304735,623.0,14.0,5.0,low,high,yes,STAY,10069,Android
one,288190.0,55,88.0,5675.0,86,784741,636.0,5.0,2.0,low,low,yes,STAY,12427,Android
zero,179532.0,0,78.0,6150.0,216,624993,932.0,0.0,2.0,low,low,no,STAY,9171,IOS
one,164711.0,154,0.0,6751.0,61,974427,504.0,5.0,8.0,low,low,,STAY,7830,Android
one,277144.0,250,53.0,5254.0,207,376913,767.0,18.0,4.0,low,low,no,LEAVE,9980,Android
zero,267956.0,88,84.0,7258.0,82,1120597,1191.0,4.0,2.0,high,high,,LEAVE,1217,IOS
one,91343.0,0,19.0,1872.0,193,1409831,1116.0,1.0,4.0,low,high,yes,STAY,12574,IOS
zero,250467.0,249,0.0,6108.0,217,1096021,1185.0,10.0,11.0,low,low,no,LEAVE,13183,IOS
zero,199432.0,30,11.0,3915.0,75,442875,422.0,4.0,4.0,low,low,yes,LEAVE,12435,Android
zero,415786.0,218,0.0,6484.0,198,419128,1065.0,20.0,9.0,low,avg,yes,LEAVE,6631,IOS
zero,387160.0,26,57.0,4936.0,184,375386,403.0,5.0,1.0,high,low,no,LEAVE,6834,Android
zero,196568.0,172,20.0,7944.0,138,983624,261.0,25.0,4.0,low,low,yes,LEAVE,8853,Android
one,103581.0,189,0.0,5067.0,110,684357,328.0,4.0,11.0,low,low,yes,STAY,4662,Android
one,89071.0,0,0.0,2689.0,88,1178060,1167.0,1.0,1.0,low,high,no,STAY,3431,IOS
one,338514.0,55,5.0,5499.0,58,434236,386.0,5.0,6.0,low,low,yes,LEAVE,14050,Android
zero,243578.0,0,0.0,3662.0,91,861242,1222.0,0.0,15.0,low,low,no,LEAVE,5935,IOS
one,97391.0,50,0.0,5342.0,196,789755,545.0,4.0,14.0,low,low,no,LEAVE,14266,Android
zero,298367.0,0,41.0,7772.0,200,1198189,1206.0,1.0,2.0,low,low,yes,STAY,9944,IOS
zero,225216.0,36,6.0,6069.0,141,1140717,1349.0,3.0,6.0,high,low,,STAY,8857,IOS
one,364119.0,0,12.0,5466.0,172,1019361,244.0,0.0,5.0,low,low,no,STAY,18648,Android
one,99217.0,0,61.0,4448.0,132,821717,314.0,1.0,2.0,high,low,yes,LEAVE,12010,Android
zero,335037.0,219,0.0,4513.0,178,926216,397.0,0.0,9.0,high,low,yes,STAY,12168,Android
one,411749.0,186,0.0,7779.0,132,334350,1125.0,13.0,13.0,high,high,no,LEAVE,19416,IOS
one,342305.0,0,0.0,1014.0,127,382944,532.0,0.0,12.0,low,low,,LEAVE,18051,Android
zero,386903.0,52,26.0,3873.0,119,622645,453.0,5.0,2.0,high,low,no,LEAVE,9540,Android
one,74021.0,204,0.0,7634.0,175,513516,303.0,26.0,12.0,high,high,yes,LEAVE,12783,Android
one,339964.0,189,0.0,5319.0,64,427711,782.0,20.0,9.0,avg,low,yes,LEAVE,2363,Android
one,89258.0,0,0.0,3023.0,95,1032531,609.0,1.0,15.0,low,low,yes,STAY,13204,Android
zero,72476.0,192,33.0,7964.0,61,989815,893.0,14.0,2.0,low,low,no,STAY,8366,IOS
zero,325868.0,0,15.0,2612.0,139,1059030,247.0,0.0,5.0,low,low,no,STAY,16904,Android
one,280833.0,49,87.0,4547.0,75,1405354,1212.0,5.0,1.0,low,low,yes,STAY,17662,IOS
zero,139964.0,0,16.0,7615.0,57,1262217,1036.0,0.0,4.0,high,high,,STAY,195,IOS
one,330045.0,0,21.0,5080.0,184,892107,647.0,1.0,5.0,low,high,yes,STAY,9760,Android
one,116418.0,46,12.0,7931.0,161,844926,330.0,3.0,,low,low,yes,LEAVE,5330,Android
zero,367751.0,0,0.0,2127.0,190,1413630,363.0,1.0,5.0,high,low,yes,STAY,6234,Android
zero,405409.0,65,69.0,7477.0,146,935515,672.0,5.0,1.0,low,low,yes,STAY,1618,Android
one,259721.0,63,0.0,4067.0,187,589303,244.0,5.0,,low,low,no,STAY,14687,Android
zero,106993.0,0,60.0,5511.0,176,837331,449.0,0.0,2.0,high,low,,LEAVE,13961,Android
zero,132524.0,68,81.0,3768.0,125,1055211,852.0,4.0,2.0,low,high,no,STAY,8509,IOS
zero,242436.0,0,0.0,4368.0,127,434546,1026.0,1.0,11.0,high,low,yes,LEAVE,9118,IOS
one,222066.0,0,23.0,7286.0,55,1293405,428.0,1.0,5.0,high,low,yes,STAY,10230,Android
one,109792.0,191,0.0,2444.0,58,773102,240.0,29.0,9.0,low,high,yes,LEAVE,9370,Android
one,430734.0,0,5.0,3917.0,120,1266520,345.0,1.0,4.0,avg,high,yes,STAY,14323,Android
zero,130444.0,0,35.0,4094.0,110,739041,383.0,1.0,13.0,low,low,yes,STAY,13097,Android
one,136613.0,0,0.0,3551.0,146,872543,1286.0,0.0,10.0,low,high,yes,LEAVE,9572,IOS
one,121244.0,71,5.0,1732.0,83,384621,1288.0,3.0,6.0,low,low,no,LEAVE,10342,IOS
one,310178.0,59,0.0,1826.0,158,384050,473.0,4.0,10.0,low,low,no,LEAVE,11679,Android
zero,301282.0,198,0.0,5400.0,153,664994,687.0,23.0,14.0,low,high,yes,LEAVE,44,Android
zero,103556.0,69,76.0,4154.0,69,417045,700.0,4.0,6.0,avg,high,no,LEAVE,17285,Android
one,272071.0,0,24.0,5384.0,117,806347,783.0,0.0,4.0,low,low,no,STAY,16303,Android
zero,66700.0,0,87.0,7985.0,164,595185,551.0,0.0,1.0,low,high,no,LEAVE,663,Android
zero,131034.0,214,0.0,472.0,106,1424338,1060.0,26.0,10.0,low,high,no,STAY,2936,IOS
one,321859.0,0,0.0,2699.0,193,1194490,1349.0,1.0,14.0,low,low,yes,LEAVE,224,IOS
one,299866.0,216,57.0,2213.0,173,333077,543.0,15.0,1.0,high,low,no,LEAVE,10297,Android
zero,104213.0,49,0.0,2144.0,109,462580,228.0,4.0,8.0,high,high,yes,LEAVE,15213,Android
one,118907.0,62,15.0,,140,1030071,1255.0,3.0,6.0,high,avg,no,LEAVE,16909,IOS
zero,166668.0,0,0.0,1874.0,95,543132,993.0,13.0,13.0,low,high,yes,LEAVE,19729,IOS
zero,96908.0,218,0.0,1325.0,56,455189,629.0,17.0,8.0,low,high,yes,LEAVE,15419,Android
zero,239176.0,87,80.0,5218.0,163,952985,946.0,5.0,2.0,low,high,no,STAY,9758,IOS
one,74377.0,184,10.0,7594.0,193,401103,975.0,5.0,6.0,low,low,yes,LEAVE,7402,IOS
one,332009.0,217,7.0,6133.0,145,1179206,373.0,12.0,6.0,high,low,yes,STAY,4802,Android
zero,314059.0,207,42.0,971.0,197,768104,987.0,13.0,2.0,low,high,yes,LEAVE,10255,IOS
one,393131.0,78,0.0,6020.0,128,554267,513.0,5.0,8.0,high,avg,yes,LEAVE,786,Android
one,378810.0,220,15.0,1084.0,156,360877,1055.0,20.0,4.0,high,low,no,LEAVE,4259,IOS
zero,239072.0,0,44.0,6046.0,126,760601,791.0,1.0,1.0,low,low,yes,STAY,9400,Android
zero,266731.0,60,70.0,3057.0,189,729653,913.0,5.0,2.0,low,low,no,LEAVE,13079,IOS
zero,332314.0,64,,6392.0,87,801603,420.0,3.0,1.0,low,high,yes,LEAVE,5007,Android
zero,323191.0,0,59.0,6264.0,66,1162988,687.0,0.0,1.0,low,low,yes,LEAVE,13362,Android
one,391647.0,177,15.0,6029.0,134,324042,356.0,17.0,6.0,low,low,yes,LEAVE,16188,Android
zero,237666.0,142,0.0,5674.0,66,485518,418.0,24.0,11.0,low,high,yes,LEAVE,9926,Android
one,418967.0,0,0.0,3499.0,57,773004,567.0,1.0,14.0,high,low,no,STAY,14910,Android
one,248076.0,0,16.0,3542.0,143,323761,488.0,1.0,4.0,high,low,yes,LEAVE,4308,Android
zero,378100.0,0,11.0,4520.0,174,750228,652.0,0.0,5.0,avg,low,yes,LEAVE,11160,Android
one,408380.0,0,35.0,6365.0,79,957581,531.0,0.0,1.0,low,high,yes,LEAVE,4772,Android
one,334543.0,199,0.0,3026.0,169,827631,240.0,11.0,13.0,avg,low,yes,STAY,18005,Android
one,402356.0,0,38.0,2659.0,140,1111651,416.0,1.0,2.0,avg,high,yes,LEAVE,7873,Android
zero,414421.0,170,0.0,2406.0,185,1163378,1217.0,10.0,10.0,low,low,no,LEAVE,5300,IOS
one,368462.0,236,0.0,6358.0,162,606459,966.0,15.0,11.0,high,high,yes,LEAVE,5597,IOS
zero,53213.0,226,20.0,4772.0,145,1131160,491.0,14.0,6.0,low,low,no,LEAVE,16376,Android
zero,90333.0,0,6.0,3220.0,123,1236823,417.0,1.0,6.0,low,low,yes,STAY,3301,Android
zero,321678.0,54,65.0,3599.0,169,396234,395.0,3.0,2.0,low,low,yes,LEAVE,11896,Android
one,280705.0,0,11.0,6861.0,104,1151747,1322.0,0.0,5.0,low,low,yes,LEAVE,732,IOS
zero,326369.0,173,14.0,4304.0,208,366793,454.0,21.0,6.0,low,low,no,LEAVE,661,Android
one,315307.0,0,55.0,6588.0,157,780112,912.0,1.0,9.0,low,low,yes,LEAVE,1545,IOS
zero,378456.0,181,0.0,7320.0,87,1170558,404.0,4.0,12.0,avg,low,yes,LEAVE,17005,Android
one,366027.0,0,84.0,865.0,138,1036104,906.0,0.0,1.0,low,low,yes,STAY,17189,IOS
zero,87678.0,0,16.0,6060.0,68,1371385,217.0,1.0,4.0,low,high,no,STAY,5559,Android
zero,159024.0,0,69.0,4356.0,135,410351,301.0,3.0,1.0,low,high,yes,LEAVE,16714,Android
zero,337417.0,47,11.0,7117.0,99,763152,429.0,3.0,6.0,high,low,no,STAY,6882,Android
zero,218396.0,204,60.0,2665.0,81,666503,1176.0,23.0,2.0,low,low,yes,LEAVE,10397,IOS
zero,295325.0,174,66.0,5791.0,98,1169092,864.0,19.0,1.0,low,low,no,LEAVE,12091,IOS
one,245003.0,202,0.0,2154.0,215,881619,957.0,10.0,11.0,low,low,yes,LEAVE,2122,IOS
zero,106111.0,65,13.0,2509.0,96,339545,1222.0,5.0,2.0,high,low,no,LEAVE,15275,IOS
one,410318.0,46,0.0,1156.0,76,1182489,890.0,5.0,6.0,low,low,no,STAY,334,IOS
one,99193.0,0,24.0,3047.0,55,1225104,1068.0,0.0,4.0,high,low,yes,STAY,12147,IOS
zero,113842.0,0,0.0,2876.0,118,1303720,852.0,0.0,11.0,avg,high,yes,STAY,12320,IOS
one,186875.0,197,52.0,3042.0,146,442058,433.0,13.0,1.0,low,high,yes,LEAVE,19543,Android
zero,186285.0,81,6.0,4353.0,177,1114888,614.0,5.0,4.0,low,high,no,STAY,10567,Android
zero,172171.0,63,0.0,3028.0,164,632032,220.0,4.0,8.0,high,low,yes,STAY,7125,Android
one,382505.0,56,0.0,5452.0,197,1447225,777.0,3.0,4.0,high,low,yes,STAY,9309,Android
zero,395085.0,57,75.0,4614.0,88,1022707,1049.0,3.0,1.0,low,low,yes,STAY,5255,IOS
one,251085.0,228,0.0,6156.0,198,494232,672.0,14.0,9.0,high,low,yes,LEAVE,16820,Android
zero,141161.0,41,20.0,2687.0,104,1112936,1057.0,4.0,6.0,high,low,no,STAY,341,IOS
zero,115982.0,0,79.0,2344.0,108,1166588,299.0,0.0,2.0,low,low,no,STAY,3245,Android
one,357895.0,189,0.0,6720.0,178,531724,1196.0,19.0,8.0,low,low,no,LEAVE,4290,IOS
zero,54703.0,78,61.0,737.0,189,421159,1091.0,3.0,2.0,low,low,yes,LEAVE,19615,IOS
one,318000.0,0,23.0,5458.0,152,855115,818.0,0.0,2.0,low,low,yes,STAY,19727,IOS
zero,358714.0,0,21.0,6873.0,92,1452257,1241.0,1.0,5.0,low,low,yes,STAY,13657,IOS
one,151645.0,0,0.0,2143.0,107,818636,274.0,1.0,11.0,low,low,no,LEAVE,800,Android
one,60348.0,81,0.0,1308.0,211,1272362,557.0,4.0,9.0,low,low,yes,STAY,9326,Android
one,286783.0,55,0.0,2736.0,186,898657,841.0,5.0,14.0,high,high,yes,LEAVE,19045,IOS
one,334458.0,185,87.0,4900.0,202,328488,498.0,14.0,5.0,low,low,no,LEAVE,17655,Android
zero,281992.0,230,0.0,4782.0,214,657299,1277.0,16.0,15.0,low,high,yes,STAY,9782,IOS
zero,108645.0,42,0.0,6173.0,170,801417,1096.0,5.0,12.0,high,low,yes,STAY,4615,IOS
zero,333132.0,79,8.0,4777.0,81,1167688,385.0,5.0,5.0,low,low,yes,LEAVE,12712,Android
one,300426.0,0,0.0,4816.0,187,735112,592.0,1.0,8.0,high,low,yes,STAY,17452,Android
zero,144509.0,67,71.0,7154.0,145,1238080,472.0,4.0,2.0,low,low,yes,STAY,14579,Android
one,257065.0,213,0.0,6895.0,146,606791,246.0,21.0,11.0,low,high,,LEAVE,5532,Android
one,161974.0,72,58.0,5397.0,60,665149,1122.0,5.0,1.0,high,low,yes,LEAVE,37,IOS
one,330194.0,0,25.0,6519.0,111,1366741,446.0,0.0,2.0,low,low,yes,STAY,13401,Android
zero,317819.0,204,0.0,982.0,159,777272,989.0,20.0,13.0,high,low,,LEAVE,14243,IOS
zero,121203.0,46,35.0,3766.0,86,701297,1226.0,5.0,1.0,low,high,yes,STAY,6197,IOS
one,161300.0,0,13.0,3203.0,159,858374,321.0,0.0,1.0,low,low,,STAY,1784,Android
